symbol,subject_group,horizon,n,mean_return,median_return,std_return,mean_volume_ratio,median_volume_ratio,mean_range,median_range
HAL,capital_structure,30m,10,0.0031506368498805614,0.0017278887270452126,0.00539314348658689,1.2001607404274677,1.0104167597166764,0.00799330371543181,0.007291170485531073
HAL,capital_structure,60m,10,0.0017320744256735577,5.547335076916404e-05,0.008108235760179022,1.1635880873856654,1.158935775585125,0.010707583250791908,0.007969007793770744
HAL,capital_structure,session_close,11,0.000513152516880979,-0.0012866755257439078,0.017017600430616175,1.3781173317093034,1.293342115653174,0.019273169803480664,0.014609504310138632
HAL,capital_structure,d1,11,0.0023436506043043944,0.00044295386951853644,0.01732804271182606,,,,
HAL,capital_structure,d5,11,0.025251984727877527,0.021915670020460354,0.05237406560709607,,,,
HAL,capital_structure,d10,11,0.040058908194418937,0.022282349196243834,0.08123644935660701,,,,
HAL,capital_structure,d20,11,0.024726022147154178,-0.0027420953827332895,0.12332836187036679,,,,
HAL,corporate_actions,5m,12,0.002979779102228741,0.0019893090772098443,0.00400036421316754,1.8800756894410071,0.8749528581434189,0.00761831910957006,0.006772597484125065
HAL,corporate_actions,30m,12,0.0005391447528633186,-0.0013117400736591955,0.005756258172085398,1.6744818188601343,0.8065907586586445,0.011424705906897389,0.010488413858165901
HAL,corporate_actions,60m,12,0.0015076590412355002,-0.0008072246607133682,0.009474854117676268,1.5325097259833962,0.7966591201820235,0.013925401754540526,0.013135329836796328
HAL,corporate_actions,session_close,12,0.0023317378807531284,0.0016901266333686493,0.01575363568637615,1.1945235625713857,0.8868617922717527,0.021221130542330085,0.017323240536789464
HAL,corporate_actions,d1,12,-0.001272891673327679,-0.0019171585691942772,0.028714492053211627,,,,
HAL,corporate_actions,d5,12,-8.03394541043223e-05,0.012922122468534303,0.039316326243388364,,,,
HAL,corporate_actions,d10,12,-0.010171688515374902,0.002469831146127477,0.05903926471941575,,,,
HAL,corporate_actions,d20,12,-0.03826677222484833,-0.051498397536870966,0.05615963344172413,,,,
HAL,credit_ratings,5m,5,-0.001062613482900754,-0.0009370494954348274,0.002973096125572989,2.590199206722287,1.9647472599378375,0.004538440658167042,0.00381034091195831
HAL,credit_ratings,30m,5,-0.00017598310736566258,1.2013455069626033e-05,0.003644619588957286,1.5071123722796853,1.1765257586923026,0.006323034498058,0.005297805642633158
HAL,credit_ratings,60m,5,0.0027108187894653523,0.0023185968284478164,0.004652348107945544,1.4040602708089511,1.2421673448761936,0.009182844461724526,0.009686520376175567
HAL,credit_ratings,session_close,5,0.007243615801374026,0.012253980193055014,0.015730352107274154,1.069528345057288,1.0781282481477763,0.01961021880062397,0.02033346028521854
HAL,credit_ratings,d1,5,0.008457622436861257,0.0044250012571025454,0.019405547012814498,,,,
HAL,credit_ratings,d5,5,0.015295166865059762,0.005249507210291604,0.030736186112691796,,,,
HAL,credit_ratings,d10,5,-0.013322959682320135,-0.01608050627658475,0.045695717246242655,,,,
HAL,credit_ratings,d20,5,0.029462030743086752,0.032609242218534895,0.07216801738390771,,,,
HAL,financial_results,5m,13,0.004745531791033917,0.0036660948480990996,0.010960299567921513,45.95499604714841,37.683481754995654,0.02144723048289502,0.02195730931166162
HAL,financial_results,30m,13,0.009524661140598143,0.008489254262922907,0.022791344632869154,23.367946774769532,23.564040210627095,0.03547692016767154,0.03641396245516915
HAL,financial_results,60m,13,0.0069577248930870516,0.005666414283271859,0.02532060523664036,12.058406448234201,10.026494425765351,0.036986864736888024,0.03673777203188977
HAL,financial_results,session_close,13,0.00823649542740783,-0.0014557857083437042,0.029305127426876628,7.408408409711743,6.514827504725898,0.03883420995319656,0.03673777203188977
HAL,financial_results,d1,13,0.012286632986032062,0.01562543326955601,0.030646202576569716,,,,
HAL,financial_results,d5,13,0.016248684705227053,0.018014530050787014,0.06515971634594948,,,,
HAL,financial_results,d10,12,0.008250042071752542,-0.015726610177747846,0.09086585267113687,,,,
HAL,financial_results,d20,12,0.05012254375092326,0.008968824014095766,0.14508690430410137,,,,
HAL,investor_communication,5m,17,0.000635326384582609,-2.0783971401150403e-05,0.004279930097245681,1.835800397273078,1.2310230774446798,0.012268785278788568,0.012446404259210286
HAL,investor_communication,30m,17,-0.00039254713075606736,0.0005915813424346439,0.01521720220538336,1.5494535560869964,1.131708521771343,0.0184752929166067,0.013285883748517247
HAL,investor_communication,60m,17,0.0035631550861384372,0.0020075531703438454,0.01983147420488417,1.4969628044680519,1.201397694351898,0.023388300014809783,0.021616268321668963
HAL,investor_communication,session_close,17,0.004119759210546995,0.0023852116875373586,0.02580917414770483,1.6681315522744118,1.2732059353588923,0.03681931703119936,0.03738736926790032
HAL,investor_communication,d1,17,0.013982647116709235,0.009477490958972545,0.03764100880125668,,,,
HAL,investor_communication,d5,17,0.027430608156396353,0.005881863906555207,0.08138558607383493,,,,
HAL,investor_communication,d10,17,0.035302244007806204,0.00041567942802500646,0.1043722852739514,,,,
HAL,investor_communication,d20,16,0.03950948237364538,0.01292330214479892,0.11064683456771017,,,,
HAL,regulatory_compliance,5m,20,-0.0006204097648008833,-0.0006106897911988263,0.0031077132623219426,1.7397610031710933,1.2703221247105738,0.006113291490601002,0.004405188754160183
HAL,regulatory_compliance,30m,19,-0.00026733780217777357,-0.0008164165931155987,0.0057817293838161735,1.4889746898602567,1.013930094659334,0.009522815091317373,0.007995930824008068
HAL,regulatory_compliance,60m,19,7.503725279718087e-05,0.001244539266483713,0.00797225049969124,1.4201425595875292,0.9607828312421794,0.01215857491435413,0.010154094930086455
HAL,regulatory_compliance,session_close,20,-0.0022650394918651896,-0.001085665127459945,0.016890947095349183,1.4739696869657706,0.8987486455882614,0.024036924159534945,0.015551795185812733
HAL,regulatory_compliance,d1,20,-0.007353114202190675,-0.0032933551791924365,0.02189224584306288,,,,
HAL,regulatory_compliance,d5,20,-0.01622102344598344,-0.0010590538657880288,0.06471497566297252,,,,
HAL,regulatory_compliance,d10,20,-0.012731728334611243,-0.008829926640887165,0.069419008654003,,,,
HAL,regulatory_compliance,d20,18,-0.004490152561629601,-0.01662297895196907,0.12202348124582434,,,,
HAL,strategic_transactions,5m,15,0.0008624246181124414,0.002888888888888941,0.006599992104014109,3.543680248128434,2.8405758451243304,0.01317743264383487,0.011120615911035081
HAL,strategic_transactions,30m,14,-0.000904193286147635,-0.001824430355959139,0.011261493510979362,2.773532786909682,2.2822770617576555,0.01823903749659661,0.017571428645482334
HAL,strategic_transactions,60m,14,-0.00019346668782128335,-0.0026160036163481726,0.010933262323994442,2.3755774227766877,2.1809699445256068,0.02001928476259981,0.01802287105904765
HAL,strategic_transactions,session_close,15,-0.0016482441755834095,-0.0038123167155424964,0.020589366869548913,1.932883339747261,1.544626476101905,0.028624969080855617,0.025310749017839917
HAL,strategic_transactions,d1,15,-0.00495729797670416,-0.01349982270401695,0.028000572540997717,,,,
HAL,strategic_transactions,d5,15,-0.005651693298388579,0.01185350286206388,0.06991393216828962,,,,
HAL,strategic_transactions,d10,15,0.01533217959778701,0.0019502558127755254,0.08791596854298668,,,,
HAL,strategic_transactions,d20,15,0.06754720657332196,0.06604919874366688,0.1585111392954842,,,,
HDFCBANK,board_governance,5m,74,-0.0005201370245338556,-0.00025002621016062543,0.0024615730591940692,1.3717720133509022,0.9448999540000974,0.008056257571287095,0.006455997281685333
HDFCBANK,board_governance,30m,74,-4.0389738615111546e-05,-0.0006133290807546765,0.005362988388593368,1.3244410217802332,0.9485481385606976,0.010746504177366906,0.00819768852422853
HDFCBANK,board_governance,60m,71,-9.580633473322268e-05,0.00048053820278703974,0.0055421355224862905,1.359843128390295,1.0959968393208641,0.012035868188863466,0.00920057248006545
HDFCBANK,board_governance,session_close,74,-0.0003242864681808659,-0.00029213419845502964,0.008359310744934796,1.0789047226895403,0.9448676591263354,0.016006201598373605,0.013606948290583398
HDFCBANK,board_governance,d1,74,-0.00035404510005299843,0.0019460517417376755,0.016509375207625403,,,,
HDFCBANK,board_governance,d5,74,0.0003625672543613081,0.0015031225086367117,0.03673131994223743,,,,
HDFCBANK,board_governance,d10,72,-0.0008077447243374178,0.0016728724839458753,0.04313187949057505,,,,
HDFCBANK,board_governance,d20,72,-0.008063448066854712,-0.0018355002746275884,0.06036633890104323,,,,
HDFCBANK,business_updates,5m,167,-6.154417544056215e-05,0.0,0.002894840914730563,1.7805525567416451,1.1552842243456807,0.00811253296196722,0.006622176591375872
