symbol,subject_group,horizon,independent_event_count,analysis_status,n,mean_return,median_return,standard_error,ci95_lower,ci95_upper
NYKAA,credit_ratings,d10,4,descriptive_only,4,0.035790693590836496,0.045553509280501905,0.04662001141564244,-0.05558452878382269,0.12716591596549567
NYKAA,credit_ratings,d20,4,descriptive_only,4,0.07541372165049992,0.09161586047632915,0.03134502449757984,0.013977473635243438,0.1368499696657564
NYKAA,financial_results,5m,13,inferential,13,-0.005911512468559556,-0.0075971731448762,0.003593799975439975,-0.012955360420421906,0.0011323354833027953
NYKAA,financial_results,30m,13,inferential,13,-0.01575115205263844,-0.0194426441996111,0.006386273091924861,-0.02826824731281117,-0.003234056792465712
NYKAA,financial_results,60m,13,inferential,13,-0.01823192800291584,-0.0184231915470062,0.007100658243333223,-0.032149218159848954,-0.004314637845982723
NYKAA,financial_results,session_close,13,inferential,13,-0.020480479744149818,-0.0229681978798587,0.009713569266427169,-0.03951907550634707,-0.0014418839819525658
NYKAA,financial_results,d1,13,inferential,13,-0.024989462871053907,-0.0119896797693124,0.01218400461592079,-0.04887011191825866,-0.0011088138238491592
NYKAA,financial_results,d5,13,inferential,13,-0.016358301266171167,-0.0189486552567237,0.01748232617291794,-0.05062366056509033,0.017907058032747995
NYKAA,financial_results,d10,13,inferential,13,-0.01705050160323238,-0.0490922294843862,0.021687184645521544,-0.0595573835084546,0.025456380301989847
NYKAA,financial_results,d20,13,inferential,12,0.006032570222710848,-0.0181809096690752,0.022512784706252904,-0.03809248780154484,0.05015762824696654
NYKAA,investor_communication,5m,103,inferential,103,-0.0020060358313398847,-0.0008466748768471,0.0008456288699109526,-0.0036634684163653515,-0.0003486032463144177
NYKAA,investor_communication,30m,103,inferential,101,-0.004173863624119323,-0.0016371483851763,0.0016342297695883614,-0.007376953972512512,-0.0009707732757261345
NYKAA,investor_communication,60m,103,inferential,97,-0.005315678552740984,-0.0016561775422325,0.0019137505044070156,-0.009066629541378735,-0.0015647275641032334
NYKAA,investor_communication,session_close,103,inferential,103,-0.006874255383468863,-0.0038731997142106,0.002330579083106927,-0.01144219038635844,-0.0023063203805792857
NYKAA,investor_communication,d1,103,inferential,103,-0.0042974884347978465,-0.0012979521199885,0.003418497308600128,-0.010997743159654096,0.002402766290058404
